fingerprint	kind	verdict	date	reason
73825ddb7d3555ffd21e80d30427011b3c4863a6	clone	deliberate	2026-09-04	"`generate_hevc4k_cra` closing brace (259-260) + ""H.264 variants"" section header (263) + `generate_h264_1080p_progressive()` opening (264-267) vs `generate_h264_"
73908b302fdfaa59ba6352773877a522df4bddec	convention	documented	2026-09-03	docs/conventions.md: older comment forms remain in place; convention findings are not rebuilt
73d79abae5ac90d834c6a334d96b37bed7ea0320	clone	deliberate	2026-09-03	"acm-cut.sh:56 `n=$(ffprobe -v error -select_streams a -show_entries stream=index -of csv=p=0 ""$OUT"" 2>/dev/null | wc -l)`; ttcut-demux:2588 `sub_duration=$(ffpr"
73ef552efd6f8822beeb7b7b8d36a1e5ed7e6309	clone	deliberate	2026-09-13	ttcurrentframe.cpp:760-761 progress → QProgressDialog::setValue and canceled → onUserAbort; ttcutmainwindow.cpp:1135,1144-1147 deleteLater wiring + pool start; unrelated setups | ## Part 2
745f6d37e79b7df419b01e8e1b9d4738edc5ad6c	clone	deliberate	2026-09-13	same block, overlapping clone window; same idiom.
74bfc95f6816ff217b3a078cd95c7f2f4584e9bd	convention	deliberate	2026-09-04	`ITTCalibrationStore` (ttcalibrationstore.h:20) is a pure-virtual interface using the project's `I`-prefix interface convention; `TTMemoryCalibrationStore`/`TTS
74c84881ebc0d35c2b7b06ae380934eafac965e6	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: same function; only compared via `chosen == actRepair || chosen == actEditRepair`. | target: `const QAction* actEditRepair = nullp
7524c5c127c0db45c1be6a081a7efaf04472d48f	class-size	consolidate	2026-09-03	headless modes split off in batch C (2681 lines left, 81 methods); further split by responsibility is a separate project
7543616c66e1f71d9dfc98a57a3b7e5303dd6b73	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: matches Part 2 finding B2/A4 — the `dynamic_cast<TTMpeg2VideoStream*>(videoStream)` + `extraIndices()` fetch preceding the two div
7549b4ad82d4b492d4f35505e755212e9538a298	clone	deliberate	2026-09-12	`onH26xCutFinished`/`doH264Cut` dispatch vs `onAudioOnlyCutFinished`/`doAudioOnlyCut` dispatch at 1924/2539 — per-output-type task dispatch, mirrors documented TTH26xCutTask/TTAudioOnlyCutTask split (audio-cut-timing.md)
759e1a5c32a832d5970c44247c00150584452bb4	tool	consolidate	2026-09-12	evidence/target/reach: same as #150.
75aff409cffa8ce59a727daa67a5e05e4f50f8df	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: mechanical, 1 line.
75c4ab561a2b221a6edc2b9bafae422c6be0761f	clone	consolidate	2026-09-03	extern/ttessmartcut.cpp:1811-1817 (in `readPocLsbFromAU`), :1881-1889 (in the poc_lsb-patch write path), :2090-2096 (in `readFrameNumFromAU`), :2160-2168 (in th
75fa0f316258ca0eb4e5e7599c300ac9a72f9ca3	clone	consolidate	2026-09-03	"the identical 4-line `ffmpeg -y -hide_banner -loglevel warning -stats \ $(build_tux_timeline_args…) \ -filter_complex ""$TUX_FILTERGRAPH"" \ -map ""[outv]""` block "
760af0135997e9a84745e1c4c1d4099a4ab69f9a	tool	consolidate	2026-09-12	gui/ttcutmainwindow.cpp:1992-2000 (`Init`) and :2019-2028 (`Start`) duplicate the progress-bar creation + cancel wiring; this is docs/code-map/INDEX.md's own project-wide redundancy entry naming `ensureProgressBar()` as 
761d9bc8bf5d214c9248a53f1f3398d90e883018	clone	deliberate	2026-09-03	gate_audiofix.sh:255-257 parses tool output via `grep -oP '^...=\K...' || true` (TF/DF/CB/CODEC); ttcut-demux:1970-1980 same `grep -oP '^...=\K...' || true` idi
761dd714a91067ac0e641cfa254dbec17f076822	clone	consolidate	2026-09-12	part of the isFrameBlackAt/buildHistogramAt MPEG-2-decode-to-grayscale duplication — see Part 2.
761e4d93972d878edececab54f7fa37c4ac38b2b	tool	consolidate	2026-09-12	evidence/target/reach: same as #161.
76313dead8ecd7fb797654e8510460ca91e9182b	tool	consolidate	2026-09-12	gui/ttcutsettingsencoder.cpp:37-39, `void TTCutSettingsEncoder::setTitle(const QString&) {}` has an empty body and no `this`-use; `setTitle` is declared identically (but independently, non-virtually) on TTCurrentFrame/TT
7643d4fb1917da0399250b0e8ddc96c295021275	tool	deliberate	2026-09-12	QString/value bundle getters return by value like the project majority; implicitly shared (run-2 precedent lastError())
7665d4e66803d102f9f3d4fb3f3613879b641d99	tool	deliberate	2026-09-03	_map is a nameref onto declare -A maps; explicit $idx subscript kept
769a8c4317d0170394ff5bc94725ce970e0d3c75	tool	deliberate	2026-09-03	"ttcut-demux:53-54 `pids=$(jobs -p ...); [ -n ""$pids"" ] && kill $pids` — `$pids` is intentionally unquoted to word-split a whitespace-separated PID list into mul"
76ceb3fa642ca2fef2443b7ddffc8c1397fc55e2	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: same border-box computation as TTFFmpegWrapper::buildHistogram — see Part 2.
777fb4204500d2b38d92639cadca85b8b74f23be	clone	documented	2026-09-13	ttcutlist.h:68-85 vs ttmarkerlist.h:51-68 private tail + banner + class boilerplate; run-2 ruling
780da94530058de47ccdebd6b36aab77b11716f7	tool	deliberate	2026-09-12	same as #187.
787a8d0eae439d8fd94829a71a6e30c2ec149f6b	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: same as #147 (dead code, remove).
78f9b3f1bac5cb585f72a27b1109f602c0f9f89f	convention	consolidate	2026-09-04	genuine within-class mix — `mAVData` (m-prefixed, ttcuttreeview.h:96) sits alongside 11 unprefixed private members (editItemIndex, allowSelectionChanged, curren
794b81cabc8dc56ab8f32d1ab15c3c72b1b8db04	clone	consolidate	2026-09-03	"same generator-skeleton family, in the ""_duplicate"" fixtures (generate_hevc4k_cra_duplicate 383-402, generate_h264_1080p_progressive_duplicate 405-424, generate"
7960d11bd6e945febc7f6baf4992d103478bfaa3	clone	documented	2026-09-12	"stale-output deletion before cut, for audio (`cutAudioTracks`) vs subtitle (`cutSubtitleTracks`) — part of the documented ""Untertitel-Zwilling"" design (audio-cut-timing.md, same citation as #54); note the subtitle side u"
79659906150a31ad320700e7d719ee235bc5ba1e	clone	deliberate	2026-09-13	TTSettings getter/setter/early-out idiom, re-fingerprinted after batch A removed audioOnlyFormat(); settings-state.md documents the 76 plain App-Default fields, run-5 classifier ruled the class deliberate
7984b1b7ad20c15e3fa073f88f05011fb261d437	clone	deliberate	2026-09-12	matches playback.md's A8 finding directly — gui/ttaudiorepairdialog.cpp:404-410 is inside `ensurePlayer()` (own TTMpvWrapper instance, own `playerError` connect), documented as intentionally per-client.
79ef3d8dbc0135fc4027580b554df90d5e555720	clone	consolidate	2026-09-03	gui/ttaudiotreeview.cpp:225-288 vs gui/ttsubtitletreeview.cpp:218-280 — wider window covering the tail of onAppendItem plus createActions(); same underlying aud
7a28a605d6b3e687f5c013dbc576197788a28cd6	tool	deliberate	2026-09-12	`TTCutProjectData::filePath()` (ttcutprojectdata.h:60) is shadowed by a parameter named `filePath` in 3 write/parse functions — same consistent-internal-naming reasoning as #176, no functional risk.
7a8f86a74369b576fbaae704a837caae88f4cf4a	tool	consolidate	2026-09-03	ttmpeg2window2.cpp:452 `catch (TTMpeg2DecoderException ex)` — same idiom as the 319 finding, second independent site in moveToVideoFrame.
7afc790199b57cdea27678115bd4079299357952	clone	deliberate	2026-09-04	"test_cut_outcome.cpp:101-102 explicitly comments ""Open the streams exactly like TTOpenVideoTask / TTOpenAudioTask do - same sequence as tools/diag/test_h26xcut_"
7b2229ead9648ce2e6e7b0e2ae8ae1ac72aa7919	convention	documented	2026-09-12	"docs/conventions.md:13-19 — ""cpp/indent: `2` … The H.26x/Smart-Cut block (`avstream/tth26*`, `ttnaluparser`, `extern/ttessmartcut`, `ttffmpegwrapper`, `tthevcseam`, `ttmkvmergeprovider`, the settings pages and the C tool"
7b510c2d16b8e4a9b3116f034b0ebbba3d466c0b	clone	deliberate	2026-09-13	onOpenAudioFinished/onOpenSubtitleFinished after batch C: two applyPending() calls each with its own map and TTAVItem setter - the consolidated form; a further merge would need a template over the audio/subtitle accessor
7bae9e91e48a4f1fdc65c1836caca81b3e0bc10e	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
7bc8b3396562a0d0d122d56e19db7d2e59b3a5b2	tool	deliberate	2026-09-03	same reasoning as line 394 above (`$(build_duplicate_timeline_args 1920 1080 50)`).
7bdbd1cf3887a05282b46910c8cdceaa2ef1a186	clone	consolidate	2026-09-03	another window on the same splice-gap duplication (334-337, 398-401) as the x8 class.
7be26cccc37d62a401257f109742c8652e6093fa	convention	deliberate	2026-09-03	make_test_video.sh:41 `set -euo pipefail`, used consistently through the whole 657-line file. Same reasoning as make_damage_fixtures.sh above — a deliberate, lo
7c0e2ec05f6d637c048a08a8685954110d93c8ce	clone	consolidate	2026-09-12	same finding as the x3 clone class above (row 7); same target (`runDetectionPhase` helper).
7c19cf386a0435ae62c5dd1531d8928091a31171	clone	deliberate	2026-09-03	constructor/destructor/streamType()/streamLengthTime() skeleton is the documented sibling-class pattern (CLAUDE.md:78-80 TTAudioStream ├─ TTMpegAudioStream / TT
7c2df30f143578bb11092fc5894dcb76fc1c00f1	clone	consolidate	2026-09-12	"ttaudioanomalyscantask.cpp:280-290 (AVFormatContext/AVCodecContext/AVPacket/AVFrame + `qScopeGuard releaseAll`) is explicitly commented ""Same pattern as TTStreamPointAudioWorker::detectSilencePoints()"" (ttaudioanomalysca"
7c4d0fc5f131a77b3165be255613fb2982417d3a	clone	consolidate	2026-09-12	"C2 (logo-search) sibling of the black/scene-search ""running flag set/found dispatch"" fragment — part of the same still-open caller-side triplication. | target/reach: folds into the C2 helper above; reach extends to the l"
7c531a2d84d78b460c650494ab7f7f3113036844	clone	documented	2026-09-13	mainwindow.cpp:2314-2318 vs :2347-2351, one-line calls into finishDirectedSearch() (026aa9fb).
7c91d7afb7a1bee35330ab27724edb2bdcfb7ab4	clone	consolidate	2026-09-04	done 2026-09-04 batch D: probeEncoderPocParams (extern/ttessmartcut.cpp:3126-3219, H.264) and probeHevcEncoderSeamSps (:3243-3303, H.265) both build a throwaway avcodec_alloc_context3, 
7c95fb450b1553942389e1f39d6944e0e58443d0	clone	deliberate	2026-09-12	C9, connect() sequencing (connectStreamPointSignals/connectVideoSliderSignals boundary).
7d1785fd5aab8fcfbe32b9891fb777534a0759a7	convention	deliberate	2026-09-04	adjacent legacy header in the same original-TTCut index/header-list family as ttavheader.h/ttheaderlist.h; consistent with that era's convention.
7d41655407bcf115385738d7a92510a849d2c811	tool	documented	2026-09-12	"playback.md's `SW → FP → MUX` edge enumerates exactly why this function is large: it collects ""temp path from `TTSettings::instance()->tempDirPath` + pid + counter, frame rate (stream, else `.info`; none → warning and no"
7dbd02df144d47ff18eb57c2b0d8b3a1b9f95769	convention	deliberate	2026-09-03	common/ttthreadtask.h:28 uses `//!` for the leading class doc comment, and `/**<...*/` trailing comments on members/signals (lines 64-66, 71-88) — two establish
7dd1a08c246f465d77688eedb7ec44d55c10ff61	clone	consolidate	2026-09-04	"done 2026-09-04 batch D: `TTSequenceHeader::readHeader` (ttmpeg2videoheader.cpp:69-114) and `TTPicturesHeader::readHeader` (344-373ish) both run an identical ""search for next start code"
7e3dcbc13b9db9015dfb01cc494abfee5c2aff99	clone	consolidate	2026-09-13	done 2026-09-13 batch C: TTCutList::isH26xCut() for onDoCut and TTCutPreviewTask (613a132b)
7e7029b16cc5b6a553734f62f5cb34809686a510	clone	consolidate	2026-09-12	done 2026-09-13 batch B: further .info site (rate + avOffset), TTESInfo::timingForVideo (9191a46a)
7e79d3ac2a9ccacdb8008532daec226d8db66784	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: both blocks copy `refInfo.{width,height,Y,U,V,size,chroma_size}` into `mpRefY/mpRefU/mpRefV` identically (MPEG-2 branch vs FFmpeg 
7ea2e618b354e95019029dc5f1d3daa7dd12caaa	clone	deliberate	2026-09-03	"gui/ttaudiotreeview.cpp:52-59 and gui/ttcutmainwindow.cpp:135-149 are both the ""theme icon with QStyle standardIcon fallback"" idiom (`X->setIcon(QIcon::fromThem"
7eb0e4a5a8679a5e62ce966ea85f07947e9e82de	convention	documented	2026-09-03	conventions-draft.md lists `tools/ttcut-pts-analyze/ttcut-pts-analyze.c = 4` alongside ~91 other outlier files (project majority is 2-space, 70% of 308 files) i
7ebfaaa18578936a010b33d82ba37673e5107ff7	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `bool decodeOK = true;` (line 265) is only read/written inside the `if (useFFmpeg) { ... }` branch (267-272); the `else` branch an
7f13b12b543abc905bb57d8b6343060e31ab5143	clone	consolidate	2026-09-04	done 2026-09-04 batch D: `TTPocCollector::packetIsIDR` (207-227) and `TTLeadingPicClassifier::classifyPacket` (332-360) both walk Annex-B start codes with near-identical loops; boundary
7f201febb0947a98d2e499b4996d46a2694881af	method-size	consolidate	2026-09-04	sets up 4 independent analysis workers (aspect-header worker, pillarbox TTAspectScanTask, audio-anomaly scan, audio silence/format worker), each ~20-30 lines of
7f544d145ecf005f874df67c53db8dd5bfcf3ed0	clone	deliberate	2026-09-12	coincidental shape match (repair-range initialization guard vs context-menu action-visibility guard); different domains, no shared target.
7f6504ac5d3668927b1068848a70d0bd02bdee2f	clone	deliberate	2026-09-12	connect-chain idiom, same as #1.
7f79b7471fb3ec92da904b74908825c02a80dabe	clone	deliberate	2026-09-12	same per-type Qt-signal family as #5.
7f87ea97492c98f6844accabe0e2a4c33a29cd73	clone	deliberate	2026-09-12	C9, connect-sequence idiom (TTCurrentFrame ctor's button connects vs connectAVDataSignals).
7fbb5d42a717b83b40c80003d131247b89f99e6c	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutsettingsencoderdefaults.cpp:87-100 (`setTabData`), `s` is only used through getters. | target: `const TTSettings* s = ...
7fe596590e2911e82885b13fa9f303016ad9a841	convention	deliberate	2026-09-03	same legacy banner style as ttaudiotreeview.cpp, 25/25 blocks, 0 `//!`. Locally consistent.
80177ca78dba1cef122d0458ccc4a93b4224747c	tool	consolidate	2026-09-03	ttcut-ac3fix.c:465-556 mixes a hand-rolled long-option parser (:478-514), argument validation (:517-540), and dispatch (:556) in one function — three separable 
80195676c6dcd1aa2498aeead622724b98ecddf0	tool	consolidate	2026-09-12	evidence/target/reach: same finding as #137.
8021fcc6fd076622766abc5f4e9c8234450827f4	clone	deliberate	2026-09-04	same idiom class (closing `-x265/x264-params` line + next `generate_*` header/opening); subset of the same wrapper-function boilerplate as the 334-339 and 252-2
803070954dfb892ec3b62f1cadb8bd884f0fa3b1	clone	consolidate	2026-09-12	"""show up to 10 items, then '... N more'"" trailer for the regions/clusters warning message — feeds the same two warning dialogs as #31. | target/reach: folds into #31's `showImportAsStreamPointsWarning` helper."
809f059d47b1a6096af8786915906442219df78d	clone	deliberate	2026-09-12	`onAudioLanguageChanged`/`onAudioDelayChanged` vs `onSubtitleLanguageChanged`/`onSubtitleDelayChanged` — per-type TTAudioItem/TTSubtitleItem mutators, consistent with the stream-hierarchy design.
80a604073e9ef5c8eb132ab5355e7d587fc50413	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: "".info fallback frame rate"" block repeated verbatim in three places: `TTFrameIndexer::assignPtsFromFrameRate` (ttframeindexer.cpp:"
80a6719c0fba5d0662c73d5cc6848af524612891	clone	deliberate	2026-09-12	C9. gui/ttaudiorepairdialog.cpp:304-306 is the `QDialogButtonBox` accepted/rejected connect pair; gui/ttcutmainwindow.cpp:1734-1744 is the `readProjectFileFinished`/`readProjectFileAborted` connect pair (R1 fix, confirme
80aa786b5773280433743748fb4cc58581377fbf	clone	consolidate	2026-09-05	done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): same fraction-parse idiom as row 4 (`_FD_NUM`/`_FD_DEN` at :2028-2030 vs `FRAME_RATE_NUM_LOCAL`/`FRAME_RATE_DEN_LOCAL` at :2926-2928).
80bf9aed59cd4679c662c04e6ae8a9e1585982c9	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
80c05845e0b5377ef5eaba9c99453f4ee84fa3b1	clone	consolidate	2026-09-12	the `if (TTSettings::instance()->logCutPipeline()) qDebug() << ...; onStatusReport(Step, ...);` header preceding each detection phase inside the same `operation()`; folds into the same `runDetectionPhase` target as row 7
80e0bd457dc77c95c36e64186b4cfa10f9a845bf	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcurrentframe.cpp:1054-1059, `dynamic_cast<TTH26xVideoStream*>(videoStream)` result is only used via `h26x->displayOrderMap()
80e174df639d0513adfc0c9445c3c82b3eb00425	tool	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `grep -rn ""audioOnlyBitrateKbps""` across the tree finds only the declaration at ttsettings.h:326 and the field's own load()/save()"
8109503a51abf842fb127c6c76ac0eb19d4ba746	clone	deliberate	2026-09-12	data/ttavdata.cpp:94-101, gui/ttcutavcutdlg.cpp:75-90, gui/ttcutpreview.cpp:88-93 are three unrelated `connect(a,&X::sig,this,&Y::slot)` chains; only the Qt connect-call shape matches.
8109ce257aa79cc078031424f00af78cae2ba05b	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: mechanical, 1 line.
816e492aa0de5bb1938c6c168b090463b92aaa6d	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
828b604393a6df329991015a10c9477b72c55548	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: confirmed via repo-wide grep — no call site anywhere outside its own declaration. | target: remove (dead code); reach: 1 line.
82d219db29565c62300353f458d7fcb583181ffd	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutsettingsmuxer.cpp:58-63, `QStandardItemModel* m = qobject_cast<...>(cb->model());` then `m->item(1)->setEnabled(false)` —
82f78cfea60520d444f84b291b90162f7405ba15	tool	deliberate	2026-09-12	"false positive — `isCancelled()` (extern/ttffmpegwrapper.h:106) is called 6 times in the same translation unit: extern/ttffmpegwrapper.cpp:546, 572, 594, 689, 902, 1016 (`grep -n ""isCancelled()"" extern/ttffmpegwrapper.cp"
838a2a4521596aaf0ab95c79169043c640bc7bbd	method-size	documented	2026-09-04	"smart-cut.md: ""analyzeCutPoints — assumes: a keyframe exists within the segment... The endFrame search window is 32 display frames and the maxKeptAU search wind"
83c98b00f3d910492faac2db1552cb36911c3d45	tool	consolidate	2026-09-04	ttmpeg2window2.cpp:75-108 (MPEG-2 `aspectRatio()` branch) and :110-122 (FFmpeg SAR branch) are mutually exclusive on `mUseFFmpeg`, each self-contained with its 
83cd5ca870964ea8a2f48ce7ed852728d3e0a652	clone	deliberate	2026-09-12	C4, setTabData tail (mkv-chapters-style checkbox/spinbox enable pairing) — cross-page but generic getter/setter idiom, not verified as content-identical.
83eee784b6739f358db84baf72e25a4a6dbaa0d2	tool	deliberate	2026-09-03	same reasoning as line 191 above (`$(build_tux_timeline_args 1280 720 50)`).
840a7c8102887eb5ca7688f966af0c3d839da499	tool	consolidate	2026-09-03	"function body (580-~820) is explicitly documented in its own header comment as ""Three detection methods, applied in order"" (572-579) and internally divided by `"
8465f11eca18b0cbd7d3ee95bfa337b1e8c30591	clone	consolidate	2026-09-03	`ttNaluRemoveEpb` (avstream/ttnaluparser.cpp:478-494, file-static) and `removeEmulationPrevention` (extern/ttessmartcut.cpp:4072-4088, file-static) are byte-ide
84b218ee302f2e14b9edb46a34d7c3f0a4037009	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C6, same themed-icon idiom (superset of the earlier row). | target/reach: same as C6 above.
84db05c0ff56ab6b24aef9048926ed6cbf8498aa	tool	consolidate	2026-09-12	"`TTCutPreviewTask::operation()` dispatches MPEG-2 vs H.26x preview generation in one body; detection-and-search.md records a successful precedent for exactly this shape of refactor (""three directed searches … consolidate"
84de7b318163d9870cec1c6e549704e0372f3d00	convention	consolidate	2026-09-12	file added whole in a single 2026-09-11 commit (`ccce4c6b`) alongside `ttplaybackmuxtask.h`, which already uses `//!` throughout (including elaborate design-rationale comments); the `.cpp`'s three `/**` blocks (lines 33/
84e9982bff4f742585dbb606a0c1cd3e4aa978f1	clone	consolidate	2026-09-05	done 2026-09-05 ttcut-demux rest pass: sixth $FRAME_RATE re-parse (audiofix block) reads FRAME_RATE_NUM/DEN
85b4e09375d6a9f202d6a91a15ac1b516c53ed0b	tool	deliberate	2026-09-12	"the loop returns a sentinel value (`batch[i]` or falls through to `newStatePos`), not a bool/iterator; the shape mirrors the documented Step-lambda contract in ttsearchtask.h (112-118: ""step(batch) evaluates one batch an"
85d5ad546a2c10b07e47b21c10b878d7f4acad0f	tool	consolidate	2026-09-03	ttmpeg2decoder.cpp:357 `TTSequenceHeader* seqHeader = videoHeaderList->sequenceHeaderAt(headerListIndex);` — only `seqHeader->headerOffset()` (:358) is read, ne
8616e6c7d2b6ec8618c2490fb744145029712a58	method-size	deliberate	2026-09-03	metric mislabels the enclosing function — it is `runCut(...)` (declared test_mpeg2cut_abort.cpp:196, closes at 573, ~377 lines), not a method on TTSettings; the
8667e71a4885b03090a4c03f1ac0459ade78046f	clone	deliberate	2026-09-12	`setPendingSubtitleLanguage`/`setPendingAudioDelay`/`setPendingAudioRepairs`/`setPendingSubtitleDelay` — four thin, explicitly-named one-line setters onto four distinct `QHash` members; consistent with the codebase's pre
867d8a67aa2861a47d9b0b70e61aa266cf9cb407	clone	deliberate	2026-09-12	small guard/dispatch fragment (encoder-codec-from-streamtype 3-way if/else, see Part 2 A1) paired against an unrelated headless guard clause; the real A1 duplication is covered separately in Part 2.
8693ae3d1e02accfed08014186d97687cdae893d	clone	consolidate	2026-09-05	"done 2026-09-05 batch E4 (TTTrackTreeView): createActions() bodies — literally identical 4-action sequence (Insert/Up/Delete/Down) between TTAudioTreeView and TTSubtitleTreeView (only ""audiofile""/""subtitl"
86e7ebd4f746450ca52b98c283b4a75f458f81fa	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `TTAudioRepair::buildRepairTable` (extern/ttaudiorepair.cpp:114-134) and `TTAudioRepairDialog`'s preview builder (gui/ttaudiorepai
86f7e8bc0f417a24dfde8b3a4d927dcaf5b56701	convention	deliberate	2026-09-03	"file carries ""Originally TTCut (c) 2003-2010 B. Altendorf / TriTime"" attribution (ttavlist.cpp:6); its function-header comments are dominated by the original pl"
8750f3c13502204aae775802644a4cf909e2fb56	tool	consolidate	2026-09-12	function spans the setup (#74), `.info` fallback (#20 family), SmartCut init (#15/#25/#32), Option-A keep-list (#34/#45), and MKV mux (#43/#48) blocks identified above. | target: extract the already-identifiable named su
8753af23afa6b7026c03cda88e10aeec09be1333	clone	deliberate	2026-09-12	"C4, saveTabData tail (same as row ""35-43"" above, narrower window)."
87a4ed1dced69c9d098508394686b913aaef8c06	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: mechanical, 1 line.
87c26bbe869f2c836f4510922ff7d4515beffa52	clone	deliberate	2026-09-12	agent named it clone x3 (data/ttcutpreviewtask.cpp:232-236); mapped by hand (rulings.md data-A)
87c3b880abef914d57d238742ce85abfa38bbff9	clone	deliberate	2026-09-13	TTSettings getter/setter/early-out idiom, re-fingerprinted after batch A removed audioOnlyFormat(); settings-state.md documents the 76 plain App-Default fields, run-5 classifier ruled the class deliberate
88af9d5000b06e73fc7a4375bad76eaa58cd094f	tool	deliberate	2026-09-12	gui/ttaudiorepairdialog.cpp:431-470+ is guard-clause-heavy input validation (missing file, invalid range) followed by a repaired-vs-original branch and a margin-window computation — part of the documented audio-anomaly-r
88cc17cfafb18eb4ddcb3cc5d11b924752bf0073	clone	deliberate	2026-09-12	ttsettings.cpp:193-202 (`setLogUI`/`setLogLibav`) vs :375-380 (`setAudioLanguagePreference`) — early-out setter idiom, unrelated fields.
898a0013c5808475be6b514b226df8e63668bf91	tool	consolidate	2026-09-12	audio-cut-timing.md documents the function's synchronous audio+subtitle-then-pool-start sequence; target: extract the documented phases into named helpers, preserving the documented ordering contract (audio/subtitle cut 
89b1be8c6def99742be377a790b3923a3f794866	method-size	consolidate	2026-09-04	decoder-selection/opening block (data/ttframesearchtask.cpp:199-238, FFmpeg vs MPEG-2 branch incl. frame-index adoption) is self-contained ahead of the do-while
89c7dc2bbdfd134a87a895b830221d619029db7b	tool	consolidate	2026-09-12	"audio-cut-timing.md documents this function's internal stage order explicitly (""Plan → `outPath` → Löschung → `beforeCut` → `computeTargetAcmods` → `TTAudioCutter::cut` → `onCut`"") — the size here is the natural result o"
89dd9f111cdeeada8c3c50681b4321e53318ecd8	clone	deliberate	2026-09-12	ttthreadtaskpool.cpp:135-141 is `unwireTask()`'s disconnect() chain; gui/ttcutmainwindow.cpp:280-290/344-351 are unrelated navigation/stream-point connect chains (verified: `connectNavigationSignals`/`connectStreamPointS
8a07b9a68fb8a05d626d32891afa835ae8e64554	tool	deliberate	2026-09-03	$(build_tux_timeline_args ...) is an intentionally word-split argument list
8a8b62373dae397c90d847c18a05a18e31cbbf15	tool	consolidate	2026-09-03	`TTVideoIndex(){};` (avstream/ttavheader.h:138) leaves all three members (`display_order`, `header_list_index`, `picture_coding_type`, avstream/ttavheader.h:148
8a8e1a8ab6ece9decf8f381621d508ee4f879c95	convention	deliberate	2026-09-03	"""Originally TTCut (c) 2003-2010"" (line 6); 37 `/*!` headers vs 10 plain `/* ` — dominant, internally mostly-consistent Doxygen-lite style typical of the TTCut-l"
8acc1286c2bbb14ddc7e07cbba2064ce7719cadb	clone	deliberate	2026-09-12	`deserializeSettings`'s if/else-if chain continuation — same tag-dispatch idiom as #12/#53.
8adc6d31a03bd0762f02cfd7a6447ca64366bfc8	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: ttsettings.cpp:32 `mTempDirPath = QDir::tempPath();` inside the constructor body (ttsettings.cpp:28-39) rather than the member-ini
8baa23a9fe4788e9d3fb0488ecdb79215fb59ed2	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `TTAVData::countExtraFramesBefore`'s binary search reimplemented locally in `gui/ttcurrentframe.cpp` (`extras`/`idx` locals) inste
8bba68f68f8d584dd83a4ab211865815225be927	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C11. gui/ttcutmainwindow.cpp:2483-2501 and :2547-2566 are byte-identical (""exact clone"" per scanner) 19-line ""create analysis TTFF"
8c0547b6d08675baa4aa7750d9d556c458d88499	clone	deliberate	2026-09-12	"C9/C7, same as the ""403-420"" row above."
